gene_id	symbol	flybase
32068	sisA	FBgn0003411
32069	l(1)10Bb	FBgn0001491
32070	CG1657	FBgn0030286
32071	Kap3	FBgn0028421
32072	CG34348	FBgn0085377
32073	CG1597	FBgn0030289
32074	CG11756	FBgn0030290
32075	CG1738	FBgn0030291
32076	CG11752	FBgn0030292
32077	CG1737	FBgn0030293
32078	dsh	FBgn0000499
32079	Pa1	FBgn0030294
32080	hop	FBgn0004864
32081	Tim8	FBgn0027359
32083	dlg1	FBgn0001624
32084	CG15196	FBgn0030296
32085	Gr10b	FBgn0030297
32086	Or10a	FBgn0030298
32087	Gs2	FBgn0001145
32088	Evi5	FBgn0262740
32089	Sk1	FBgn0030300
32090	HP5	FBgn0030301
32092	CG43155	FBgn0262685
32093	Cyp4g15	FBgn0030304
32094	CG1749	FBgn0030305
32095	Spase25	FBgn0030306
32097	Drak	FBgn0052666
32098	CG1572	FBgn0030309
32099	PGRP-SA	FBgn0030310
32100	RpII215	FBgn0003277
32101	CG11699	FBgn0030311
32102	Kmn1	FBgn0027259
32103	CG11697	FBgn0030313
32104	CG11696	FBgn0030314
32106	CG11695	FBgn0030316
32107	nod	FBgn0002948
32108	CG1561	FBgn0030317
32109	rho-4	FBgn0030318
32110	CG2533	FBgn0030319
32111	CG2247	FBgn0030320
32112	CG1703	FBgn0030321
32113	RPA3	FBgn0266421
32114	Met	FBgn0002723
32115	Ptp10D	FBgn0004370
32116	CG2371	FBgn0030323
32119	bif	FBgn0014133
32120	PhKgamma	FBgn0011754
32121	CG2444	FBgn0030326
32122	FucT6	FBgn0030327
32123	Amun	FBgn0030328
32124	prtp	FBgn0030329
32125	Tango10	FBgn0030330
32126	inaF-D	FBgn0260812
32127	CG15221	FBgn0030331
32128	CG9360	FBgn0030332
32130	dy	FBgn0004511
32131	Karl	FBgn0030334
32132	CkIIbeta	FBgn0000259
32133	Hsc70-3	FBgn0001218
32135	CG1578	FBgn0030336
32136	rudhira	FBgn0266019
32137	CG15741	FBgn0030338
32138	Cyp28c1	FBgn0030339
32139	CG15740	FBgn0030340
32140	p24-1	FBgn0030341
32141	CG10347	FBgn0030342
32142	ATP7	FBgn0030343
32143	CG2025	FBgn0030344
32144	CG1847	FBgn0030345
32145	CG11802	FBgn0030346
32146	CG15739	FBgn0030347
32147	CG10352	FBgn0030348
32148	CG10353	FBgn0030349
32149	SelG	FBgn0030350
32150	CG1840	FBgn0030351
32151	sicily	FBgn0030352
32152	wisp	FBgn0260780
32153	Upf1	FBgn0030354
32154	pot	FBgn0250871
32156	Sclp	FBgn0030357
32157	CG10362	FBgn0030358
32158	cac	FBgn0263111
32159	gd	FBgn0000808
32160	tsg	FBgn0003865
32161	CG18130	FBgn0030359
32162	fw	FBgn0001083
32163	CG1806	FBgn0030360
32164	CG1492	FBgn0030361
32165	regucalcin	FBgn0030362
32166	Chrac-16	FBgn0043001
32167	CG15735	FBgn0030364
32168	Tango4	FBgn0030365
32169	Usp7	FBgn0030366
32170	Cyp311a1	FBgn0030367
32172	Cyp318a1	FBgn0030369
32173	Uch-L5R	FBgn0030370
32174	Muc11A	FBgn0052656
32176	CG12721	FBgn0030373
32177	CG15734	FBgn0030374
32178	CG11356	FBgn0030375
32179	CG2750	FBgn0030376
32180	CG1924	FBgn0030377
32183	Ten-a	FBgn0267001
32188	CG2577	FBgn0030384
32189	Ir11a	FBgn0030385
32190	CG2574	FBgn0030386
32191	Pkcdelta	FBgn0259680
32193	CG15927	FBgn0030389
32194	CG15731	FBgn0030390
32195	Rab40	FBgn0030391
32196	CG42258	FBgn0259143
32198	Cpr11A	FBgn0030394
32199	Lsp1alpha	FBgn0002562
32200	Mks1	FBgn0030395
32201	CG2556	FBgn0030396
32202	CG43921	FBgn0264542
32203	Cpr11B	FBgn0030398
32205	CG11138	FBgn0030400
32207	LIMK1	FBgn0041203
32208	CG1824	FBgn0030403
32209	Sec16	FBgn0052654
32211	CG1463	FBgn0030406
32212	CG2543	FBgn0030407
32213	CG11085	FBgn0030408
32214	CG15728	FBgn0030409
32215	Aven	FBgn0030410
32216	CG2540	FBgn0030411
32217	Tomosyn	FBgn0030412
32221	CkIalpha	FBgn0015024
32222	Tis11	FBgn0011837
32224	CG15725	FBgn0030417
32225	Smr	FBgn0265523
32226	CG4004	FBgn0030418
32228	ade5	FBgn0020513
32229	CG12717	FBgn0030420
32230	CG3812	FBgn0030421
32233	Pde9	FBgn0259171
32234	CG3775	FBgn0030425
32238	CG4661	FBgn0030429
32239	CG32649	FBgn0052649
32240	CG4407	FBgn0030431
32241	CG4404	FBgn0030432
32242	mRpL49	FBgn0030433
32243	Brms1	FBgn0030434
32244	CG4645	FBgn0030435
32245	fne	FBgn0086675
32246	hec	FBgn0030437
32247	CG15721	FBgn0030438
32248	CG12716	FBgn0030439
32249	CG15719	FBgn0030440
32250	CG2209	FBgn0030441
32252	CG12715	FBgn0030443
32253	rad	FBgn0265597
32256	hep	FBgn0010303
32257	lic	FBgn0261524
32258	CG2200	FBgn0030447
32259	CG43313	FBgn0263005
32260	Fer3HCH	FBgn0030449
32261	CG42237	FBgn0250862
32262	CG15717	FBgn0030451
32263	MFS10	FBgn0030452
32264	CG32645	FBgn0052645
32266	CG4318	FBgn0030455
32267	CG4332	FBgn0030456
32268	Bap60	FBgn0025463
32269	CG12096	FBgn0030457
32271	CG12723	FBgn0030459
32272	CG2453	FBgn0030460
32273	sno	FBgn0265630
32274	REG	FBgn0029133
32275	mew	FBgn0004456
32276	CG15742	FBgn0030462
32278	HDAC4	FBgn0041210
32279	CG15743	FBgn0030465
32281	CG1764	FBgn0030467
32282	CG1622	FBgn0030468
32285	IP3K2	FBgn0266375
32288	CG15747	FBgn0030474
32290	Syt12	FBgn0261085
32291	dmrt11E	FBgn0030477
32292	CG1640	FBgn0030478
32293	Rbp1-like	FBgn0030479
32294	Tim9a	FBgn0030480
32295	Yippee	FBgn0026749
32296	CG1662	FBgn0030481
32297	CG1673	FBgn0030482
32298	CG12725	FBgn0030483
32299	GstT4	FBgn0030484
32300	CG1998	FBgn0030485
32301	Set2	FBgn0030486
32302	CG34324	FBgn0085353
32303	Neto	FBgn0265416
32307	CG15754	FBgn0030492
32308	CG15756	FBgn0030493
32309	Cpr12A	FBgn0030494
32310	CG11816	FBgn0030495
32311	CG32631	FBgn0052631
32312	Tango13	FBgn0086674
32314	up	FBgn0004169
32315	CG11178	FBgn0030499
32316	Ndc80	FBgn0030500
32317	BthD	FBgn0030501
32318	tth	FBgn0030502
32319	Tango2	FBgn0030503
32320	CG2691	FBgn0030504
32321	NFAT	FBgn0030505
32322	Lig4	FBgn0030506
32323	CG11164	FBgn0030507
32324	CG15760	FBgn0030508
32325	CG11162	FBgn0030509
32326	CG12177	FBgn0030510
32327	CG11158	FBgn0030511
32328	CG9940	FBgn0030512
32329	NnaD	FBgn0265726
32330	CG9941	FBgn0030514
32334	CG11134	FBgn0030518
32335	CG11151	FBgn0030519
32337	Pdcd4	FBgn0030520
32338	Rtc1	FBgn0020909
32339	Yp3	FBgn0004047
32340	rdgB	FBgn0003218
32341	CtsB1	FBgn0030521
32342	CG11103	FBgn0030522
32343	inaE	FBgn0261244
32344	CG10993	FBgn0030524
32345	CG10996	FBgn0030525
32348	CG11095	FBgn0030528
32349	Clic	FBgn0030529
32350	Nup93-1	FBgn0027537
32351	jub	FBgn0030530
32352	AMPdeam	FBgn0052626
32353	mamo	FBgn0267033
32357	CG11068	FBgn0030536
32358	ben	FBgn0000173
32359	CG12480	FBgn0030537
32360	betaNACtes1	FBgn0030538
32361	CG1368	FBgn0030539
32362	CG11581	FBgn0030540
32363	CG11584	FBgn0030541
32364	CG12481	FBgn0030542
32365	CG11585	FBgn0030543
32366	CG13403	FBgn0030544
32367	yl	FBgn0004649
32368	CG11590	FBgn0030545
32371	l(1)G0469	FBgn0040153
32373	l(1)G0007	FBgn0026713
32374	CG11674	FBgn0030551
32375	mRpL38	FBgn0030552
32377	CG1434	FBgn0030554
32378	Fbxl4	FBgn0030555
32379	mRNA-cap	FBgn0030556
32381	CG1461	FBgn0030558
32382	CG13404	FBgn0030559
32384	Muc12Ea	FBgn0052602
32385	CG9400	FBgn0030562
32386	betaNACtes2	FBgn0030563
32387	dpr8	FBgn0052600
32389	betaNACtes4	FBgn0030566
32392	CG9411	FBgn0030569
32393	CG12540	FBgn0030570
32394	CG14414	FBgn0030571
32395	mRpS25	FBgn0030572
32396	nmdyn-D6	FBgn0030573
32397	CG9413	FBgn0030574
32398	NetA	FBgn0015773
32399	CG5321	FBgn0030575
32400	NetB	FBgn0015774
32401	CG15890	FBgn0030576
32402	CG5334	FBgn0030577
32403	CG5347	FBgn0030578
32406	rut	FBgn0003301
32407	CG14408	FBgn0030581
32408	CG14411	FBgn0030582
32409	CG14410	FBgn0030583
32410	CG14407	FBgn0030584
32412	CG12539	FBgn0030586
32413	CG9522	FBgn0030587
32414	CG9521	FBgn0030588
32415	CG9519	FBgn0030589
32416	CG9518	FBgn0030590
32418	CG9514	FBgn0030592
32419	CG9512	FBgn0030593
32420	CG9509	FBgn0030594
32421	CG14406	FBgn0030595
32422	CG12398	FBgn0030596
32423	Eo	FBgn0030597
32424	CG9503	FBgn0030598
32425	Flo2	FBgn0264078
32426	pdgy	FBgn0027601
32427	CG9030	FBgn0030599
32428	eag	FBgn0000535
32429	hiw	FBgn0030600
32430	be	FBgn0052594
32434	CG5548	FBgn0030605
32435	opm	FBgn0264389
32436	dob	FBgn0030607
32437	Lsd-2	FBgn0030608
32438	CG33177	FBgn0053177
32439	CG9065	FBgn0030610
32440	CG15027	FBgn0030611
32441	CG5599	FBgn0030612
32442	Rab3-GEF	FBgn0030613
32443	CG9072	FBgn0030614
32444	Cyp4s3	FBgn0030615
32446	RpL37a	FBgn0030616
32447	CG9095	FBgn0030617
32448	CG43737	FBgn0263994
32450	CG5662	FBgn0030620
32452	CG9101	FBgn0030622
32453	PPYR1	FBgn0030623
32454	CG9106	FBgn0030624
32455	CG5877	FBgn0030625
32457	gce	FBgn0261703
32458	Top1	FBgn0004924
32459	dah	FBgn0015926
32460	CG9114	FBgn0030628
32461	HDAC6	FBgn0026428
32462	CG9123	FBgn0030629
32463	CG12608	FBgn0030630
32464	CG6227	FBgn0030631
32467	CG9164	FBgn0030634
32468	Cngl	FBgn0263257
32470	Scamp	FBgn0040285
32471	Ahcy13	FBgn0014455
32472	CG11655	FBgn0030638
32473	shtd	FBgn0004391
32474	CG6294	FBgn0030640
32475	CG6299	FBgn0030641
32476	CG15642	FBgn0030642
32477	CG15641	FBgn0030643
32478	Grip128	FBgn0026433
32479	CG6308	FBgn0030645
32480	CG9203	FBgn0030646
32481	CG6324	FBgn0030647
32482	CG6340	FBgn0030648
32483	Gmap	FBgn0027287
32485	Ac13E	FBgn0022710
32487	CG42299	FBgn0259195
32488	CG7860	FBgn0030653
32489	CG15643	FBgn0030654
32490	CG9213	FBgn0030655
32492	cerv	FBgn0030657
32493	CG7872	FBgn0030658
32494	CG9215	FBgn0030659
32495	CG8097	FBgn0030660
32496	CG8105	FBgn0030661
32497	CG9220	FBgn0030662
32498	sog	FBgn0003463
32499	CG8117	FBgn0030663
32500	CG8119	FBgn0030664
32501	CG15646	FBgn0030665
32502	CG12708	FBgn0030666
32503	CG15599	FBgn0030667
32504	CG8128	FBgn0030668
32505	CG9240	FBgn0030669
32506	Pis	FBgn0030670
32507	CG8134	FBgn0030671
32508	CG9281	FBgn0030672
32509	CG15601	FBgn0030673
32510	CG8184	FBgn0030674
32511	CG8191	FBgn0030675
32512	CG12379	FBgn0030676
32513	l(1)G0136	FBgn0026666
32514	Arp6	FBgn0011741
32515	CG11679	FBgn0030678
32516	CG8206	FBgn0030679
32517	CG8944	FBgn0030680
32518	Tcp-1zeta	FBgn0027329
32520	CG8239	FBgn0030683
32521	CG8260	FBgn0030684
32522	Graf	FBgn0030685
32523	mRpL3	FBgn0030686
32524	CG17209	FBgn0030687
32525	CG8952	FBgn0030688
32526	CG33172	FBgn0053172
32528	Efhc1.1	FBgn0030691
32529	Paf-AHalpha	FBgn0025809
32530	mRpS30	FBgn0030692
32531	Rhp	FBgn0026374
32532	CG8974	FBgn0030693
32533	CG15602	FBgn0030694
32534	PGRP-LE	FBgn0030695
32535	CG8509	FBgn0030696
32536	sd	FBgn0003345
32537	Chc	FBgn0000319
32538	CG8565	FBgn0030697
32539	Aats-arg	FBgn0027093
32540	CG8578	FBgn0030699
32541	UBL3	FBgn0026076
32542	CG15914	FBgn0030700
32543	Myb	FBgn0002914
32544	Gbeta13F	FBgn0001105
32545	Gapdh2	FBgn0001092
32546	CG16952	FBgn0030701
32547	tay	FBgn0260938
32548	MSBP	FBgn0030703
32549	CG15916	FBgn0030704
32551	CycD	FBgn0010315
32552	CG8909	FBgn0030706
32553	CG8916	FBgn0030707
32554	Lcch3	FBgn0010240
32556	Stim	FBgn0045073
32557	CG8924	FBgn0030710
32558	Rrp47	FBgn0030711
32561	mmd	FBgn0259110
32562	Or13a	FBgn0030715
32563	CG9170	FBgn0030716
32564	CG8931	FBgn0030717
32565	CG9172	FBgn0030718
32566	eIF5	FBgn0030719
32567	exd	FBgn0000611
32568	CG8939	FBgn0030720
32569	vap	FBgn0003969
32570	CG12698	FBgn0030721
32571	CG12395	FBgn0030722
32572	dpr18	FBgn0030723
32573	Nipsnap	FBgn0030724
32574	Tob	FBgn0028397
32575	CG8958	FBgn0030725
32576	CG42353	FBgn0259699
32579	disco	FBgn0000459
32580	CG12507	FBgn0030729
32581	kat80	FBgn0040207
32582	Mfe2	FBgn0030731
32584	Prosalpha4	FBgn0004066
32585	eas	FBgn0000536
32586	CG3560	FBgn0030733
32587	caz	FBgn0011571
32588	CG9911	FBgn0030734
32589	CG3632	FBgn0030735
32591	CG3679	FBgn0027521
32592	CG9914	FBgn0030737
32593	CG9915	FBgn0030738
32594	CG13957	FBgn0030739
32595	Cyp1	FBgn0004432
32596	CG9917	FBgn0030740
32597	CalpC	FBgn0260450
32598	CG9919	FBgn0030742
32599	CG9921	FBgn0030743
32601	sl	FBgn0003416
32602	U2af50	FBgn0005411
32603	nonA	FBgn0004227
32604	Fur2	FBgn0004598
32605	CG9992	FBgn0030744
32606	CG4239	FBgn0030745
32607	TH1	FBgn0010416
32608	mei-41	FBgn0004367
32609	CG9981	FBgn0030746
32610	CG4301	FBgn0030747
32611	Traf-like	FBgn0030748
32612	AnxB11	FBgn0030749
32613	hang	FBgn0026575
32615	CG9947	FBgn0030752
32616	rngo	FBgn0030753
32617	eIF-2alpha	FBgn0261609
32619	para	FBgn0264255
32620	Cnx14D	FBgn0264077
32621	CG9903	FBgn0030756
32622	CG9902	FBgn0030757
32623	Arp2	FBgn0011742
32624	Pp2B-14D	FBgn0011826
32625	P5CDh2	FBgn0053092
32626	CG13014	FBgn0030759
32627	Cap	FBgn0015615
32629	CG9784	FBgn0030761
32630	Nup153	FBgn0061200
32631	mbt	FBgn0025743
32632	CG9782	FBgn0030763
32633	CG9777	FBgn0030764
32635	RpS19a	FBgn0010412
32636	SmG	FBgn0261791
32637	mthl1	FBgn0030766
32638	CG32573	FBgn0052573
32639	CG9723	FBgn0030768
32640	r	FBgn0003189
32641	CG15865	FBgn0015336
32642	CG13012	FBgn0030769
32643	CG13010	FBgn0030770
32644	sing	FBgn0261245
32645	Axs	FBgn0000152
32646	4-Sep	FBgn0259923
32647	CG9676	FBgn0030773
32648	spheroide	FBgn0030774
32649	CG9673	FBgn0030775
32650	CG4653	FBgn0030776
32651	CG9672	FBgn0030777
32652	CG4678	FBgn0030778
32654	CG13008	FBgn0030780
32656	CG34325	FBgn0085354
32657	CG32572	FBgn0052572
32659	CG32568	FBgn0052568
32660	CG9634	FBgn0027528
32661	if	FBgn0001250
32662	mRpL22	FBgn0030786
32663	CG9609	FBgn0030787
32664	Sap30	FBgn0030788
32665	Rrp45	FBgn0030789
32666	CG4768	FBgn0030790
32668	CG4789	FBgn0030792
32670	CG13005	FBgn0030794
32671	ppk28	FBgn0030795
32672	CG4829	FBgn0030796
32673	CG13004	FBgn0030797
32674	RSG7	FBgn0024941
32675	CG13003	FBgn0030798
32676	CG4872	FBgn0030799
32677	CG9104	FBgn0030800
32678	Rcp	FBgn0030801
32679	CG9099	FBgn0030802
32680	CG4880	FBgn0030803
32681	CG13002	FBgn0030804
32682	CG4928	FBgn0027556
32683	wus	FBgn0030805
32684	CG13001	FBgn0030806
32685	CG13000	FBgn0030807
32686	RhoGAP15B	FBgn0030808
32687	CG9086	FBgn0030809
32688	CG45002	FBgn0266354
32689	CG43996	FBgn0264738
32690	CG8949	FBgn0030812
32691	CG4949	FBgn0030813
32692	CG4955	FBgn0030814
32693	CG8945	FBgn0030815
32694	CG16700	FBgn0030816
32695	CG4991	FBgn0030817
32696	Arpc3B	FBgn0065032
32698	CG5004	FBgn0260748
32700	RpS5a	FBgn0002590
32701	CG5010	FBgn0260747
32703	baz	FBgn0000163
32704	CG8918	FBgn0030823
32705	CG5070	FBgn0030824
32706	CG32563	FBgn0052563
32707	CG12995	FBgn0030826
32708	CG18258	FBgn0265267
32709	CG5162	FBgn0030828
32710	CG12998	FBgn0030829
32711	CG5172	FBgn0030830
32713	CG10598	FBgn0003057
32714	CG10597	FBgn0030832
32715	CG8915	FBgn0030833
32716	CG8675	FBgn0030834
32718	f	FBgn0262111
32719	CG8664	FBgn0030836
32720	CG8661	FBgn0030837
32721	Fim	FBgn0024238
32722	CG5445	FBgn0030838
32723	B-H2	FBgn0004854
32724	B-H1	FBgn0011758
32725	CG8611	FBgn0027602
32726	CG5613	FBgn0030839
32727	p-cup	FBgn0030840
32728	CG8568	FBgn0030841
32729	CG43658	FBgn0263706
32731	ppk23	FBgn0030844
32732	l(1)G0222	FBgn0028343
32733	CG12992	FBgn0030846
32734	CG12991	FBgn0030847
32737	stas	FBgn0030850
32738	CG8326	FBgn0030851
32739	CG8316	FBgn0030852
32740	CG5703	FBgn0030853
32741	CG8289	FBgn0030854
32742	CG5800	FBgn0030855
32743	RhoGAPp190	FBgn0026375
32745	IntS2	FBgn0030858
32746	beta-Spec	FBgn0250788
32747	CG12990	FBgn0030859
32748	chas	FBgn0263258
32751	CG8188	FBgn0030863
32752	par-6	FBgn0026192
32753	CG8173	FBgn0030864
32754	CG42684	FBgn0261570
32757	unc-4	FBgn0024184
32758	OdsH	FBgn0026058
32759	CG12986	FBgn0030868
32760	Socs16D	FBgn0030869
32761	CG6398	FBgn0030870
32762	e(y)1	FBgn0000617
32763	CG8142	FBgn0030871
32764	Ucp4A	FBgn0030872
32765	CG15814	FBgn0030873
32766	CG6506	FBgn0030874
32767	CG32554	FBgn0052554
32768	CG6762	FBgn0030876
32769	Arp8	FBgn0030877
32770	CG6769	FBgn0030878
32771	mnb	FBgn0259168
32773	CG6788	FBgn0030880
32774	CG12985	FBgn0030881
32775	GS	FBgn0030882
32776	CG7772	FBgn0030883
32777	Vps4	FBgn0027605
32778	CG6847	FBgn0030884
32780	Sh	FBgn0003380
32781	CG12672	FBgn0030886
32782	CG6867	FBgn0030887
32784	CG15373	FBgn0030889
32785	Dhc16F	FBgn0013809
32786	CG7536	FBgn0030890
32787	dik	FBgn0030891
32788	CG7206	FBgn0030892
32789	scu	FBgn0021765
32790	RhoGAP16F	FBgn0030893
32791	CG7192	FBgn0030894
32792	Taf8	FBgn0022724
32793	CG7135	FBgn0030895
32794	wupA	FBgn0004028
32796	ari-1	FBgn0017418
32797	Frq1	FBgn0030897
32798	Andorra	FBgn0030898
32799	Frq2	FBgn0083228
32800	Her	FBgn0030899
32801	Him	FBgn0030900
32803	CG33639	FBgn0053639
32805	upd2	FBgn0030904
32806	CG15059	FBgn0030905
32813	os	FBgn0004956
32814	CG6023	FBgn0030912
32815	CG6123	FBgn0030913
32816	CG6106	FBgn0030914
32817	CrebB	FBgn0265784
32818	por	FBgn0004957
32819	CG6179	FBgn0030915
32820	betaCOP	FBgn0008635
32821	Tsf1	FBgn0022355
32822	CG32549	FBgn0052549
32824	CG15056	FBgn0030918
32825	CG42323	FBgn0259223
32826	CG32548	FBgn0052548
32827	CG6290	FBgn0030921
32831	Hayan	FBgn0030925
32832	psh	FBgn0030926
32833	CG15046	FBgn0030927
32834	CG15044	FBgn0030928
32835	CG15043	FBgn0030929
32836	GalNAc-T2	FBgn0030930
32837	Rad51D	FBgn0030931
32838	Wnt5	FBgn0010194
32839	Ggt-1	FBgn0030932
32840	CG6470	FBgn0030933
32841	Aats-his	FBgn0027087
32843	CG6481	FBgn0030936
32844	CG15042	FBgn0030937
32845	CG15047	FBgn0030938
32846	Bx	FBgn0265598
32848	CG15040	FBgn0030940
32849	wgn	FBgn0030941
32850	Rip11	FBgn0027335
32851	CG6540	FBgn0030943
32852	CG6617	FBgn0030944
32853	Ing3	FBgn0030945
32854	CG6659	FBgn0030946
32855	fu	FBgn0001079
32856	CG6696	FBgn0030947
32857	phm	FBgn0004959
32858	Cyp18a1	FBgn0010383
32859	Cyp308a1	FBgn0030949
32860	CCKLR-17D1	FBgn0259231
32861	CG6873	FBgn0030951
32862	CG12609	FBgn0030952
32864	CCKLR-17D3	FBgn0030954
32865	CG6891	FBgn0030955
32866	CG18259	FBgn0030956
32869	CG6961	FBgn0030959
32871	Atg101	FBgn0030960
32872	bnb	FBgn0001090
32873	CG7058	FBgn0030961
32874	CG42450	FBgn0259927
32875	CG7101	FBgn0030963
32876	Pvf1	FBgn0030964
32877	CG34422	FBgn0085451
32878	CG7280	FBgn0030966
32880	CG7322	FBgn0030968
32881	CG7288	FBgn0030969
32882	CG7326	FBgn0030970
32885	CG7332	FBgn0030973
32886	CG7358	FBgn0030974
32887	CG7349	FBgn0030975
32888	CG7378	FBgn0030976
32889	CG43759	FBgn0264090
32891	CG14190	FBgn0030979
32892	CG7406	FBgn0030980
32893	CG14191	FBgn0030981
32894	CG7423	FBgn0030982
32895	CG15882	FBgn0030983
32896	tgy	FBgn0030984
32897	Obp18a	FBgn0030985
32898	RhoGAP18B	FBgn0261461
32901	Inx5	FBgn0030989
32902	CG7556	FBgn0030990
32903	CG7453	FBgn0030991
32905	Mec2	FBgn0030993
32906	HP1D3csd	FBgn0030994
32907	CG7914	FBgn0030995
32908	CG14194	FBgn0030996
32909	CG7990	FBgn0030997
32910	Ulp1	FBgn0027603
32911	CG14195	FBgn0030998
32912	Mur18B	FBgn0030999
32913	Muc18B	FBgn0031000
32914	CG7884	FBgn0031001
32915	CG14196	FBgn0031002
32916	CG7889	FBgn0031003
32917	CG7992	FBgn0031004
32918	Hs3st-B	FBgn0031005
32919	rictor	FBgn0031006
32920	Vav	FBgn0040068
32921	CG8010	FBgn0031008
32922	CG32536	FBgn0052536
32923	CG8028	FBgn0031010
32924	CG8034	FBgn0031011
32925	CG8051	FBgn0031012
32926	out	FBgn0259834
32928	nAChRalpha7	FBgn0086778
32930	kek5	FBgn0031016
32932	CG12200	FBgn0031018
32933	CG32533	FBgn0052533
32934	Nat1	FBgn0031020
32935	pcm	FBgn0020261
32936	CG12203	FBgn0031021
32937	CG12204	FBgn0031022
32938	Pfrx	FBgn0027621
32939	CG14200	FBgn0031023
32940	l(1)G0156	FBgn0027291
32941	CoRest	FBgn0261573
32942	CG12231	FBgn0031026
32943	CG32532	FBgn0052532
32946	Grip84	FBgn0026430
32947	car	FBgn0000257
32948	Tao	FBgn0031030
32949	CG14218	FBgn0031031
32950	CG14204	FBgn0031032
32951	CG14219	FBgn0031033
32952	CG14205	FBgn0031034
32953	RpS10b	FBgn0261593
32954	CG14220	FBgn0031036
32955	CG14207	FBgn0031037
32958	CG14210	FBgn0031040
32961	CG14221	FBgn0031042
32962	NAA20	FBgn0031043
32963	MKP-4	FBgn0031044
32964	CG14212	FBgn0031045
32965	e(y)3	FBgn0087008
32966	Rcd-1	FBgn0031047
32967	CG12237	FBgn0031048
32968	Sec61gamma	FBgn0031049
32969	Arp10	FBgn0031050
32970	Ranbp21	FBgn0031051
32971	CG14215	FBgn0031052
32972	CG14223	FBgn0031053
32973	Ssu72	FBgn0031054
32974	Zw	FBgn0004057
32975	et	FBgn0031055
32976	dome	FBgn0043903
32977	Ubqn	FBgn0031057
32978	CG14227	FBgn0031058
32979	Mer	FBgn0086384
32980	CG14229	FBgn0031059
32981	Cdc42	FBgn0010341
32982	CG14231	FBgn0031060
32983	CG14232	FBgn0031061
32984	CG14230	FBgn0031062
32986	CG12531	FBgn0031064
32987	AP-1-2beta	FBgn0010380
32988	CG14234	FBgn0031065
32989	CoVIb	FBgn0031066
32990	parvin	FBgn0052528
32991	Alr	FBgn0031068
32992	Pmp70	FBgn0031069
32993	CG12702	FBgn0031070
32994	vfl	FBgn0259789
32995	skpD	FBgn0026174
32996	skpC	FBgn0026175
32997	skpE	FBgn0031074
32999	amn	FBgn0086782
33000	Hers	FBgn0052529
33001	CG15618	FBgn0031077
33002	Nup205	FBgn0031078
33003	pico	FBgn0261811
33004	CG12655	FBgn0031080
33005	Nep3	FBgn0031081
33006	CG17003	FBgn0031082
33007	Dop2R	FBgn0053517
33009	CG9570	FBgn0031085
33010	fd19B	FBgn0031086
33011	CG34331	FBgn0085360
33012	CG15322	FBgn0031088
33013	CG9572	FBgn0031089
33014	Rab35	FBgn0031090
33015	Phf7	FBgn0031091
33016	CG9577	FBgn0031092
33017	CG9581	FBgn0031093
33018	CG9578	FBgn0031094
33019	AnxB10	FBgn0000084
33022	obst-A	FBgn0031097
33023	Peritrophin-A	FBgn0022770
33024	CG17068	FBgn0031098
33025	Rab10	FBgn0015789
33026	CG17065	FBgn0031099
33027	Inx7	FBgn0027106
33028	CG1504	FBgn0031100
33029	CG1631	FBgn0031101
33031	CG12679	FBgn0031103
33032	jb	FBgn0031104
33033	l(1)G0004	FBgn0027334
33034	Syx16	FBgn0031106
33035	HERC2	FBgn0031107
33036	CG15459	FBgn0031108
33037	Obp19a	FBgn0031109
33038	Obp19b	FBgn0031110
33039	Obp19c	FBgn0031111
33040	Obp19d	FBgn0011280
33043	cactin	FBgn0031114
33044	CG11710	FBgn0031115
33045	mal	FBgn0002641
33046	CG1695	FBgn0031116
33047	GstT3	FBgn0031117
33048	RhoGAP19D	FBgn0031118
33049	CG1812	FBgn0031119
33051	RunxB	FBgn0259162
33056	Cyp6v1	FBgn0031126
33057	CG1835	FBgn0031127
33058	hydra	FBgn0031128
33059	run	FBgn0003300
33060	CG1324	FBgn0031129
33061	CG15452	FBgn0031130
33062	shakB	FBgn0085387
33064	CG15450	FBgn0031132
33066	CG1314	FBgn0031134
33068	I-3	FBgn0261624
33071	CG11227	FBgn0031139
33072	Npc1b	FBgn0261675
33073	Ser6	FBgn0011834
33074	CG1304	FBgn0031141
33075	r-cup	FBgn0031142
33076	CG1532	FBgn0031143
33077	CG1529	FBgn0031144
33078	Ntf-2	FBgn0031145
33079	CG15449	FBgn0031146
33081	Cbs	FBgn0031148
33082	CG1518	FBgn0031149
33083	bves	FBgn0031150
33085	CG32512	FBgn0052512
33088	CG15446	FBgn0031155
33090	CG1503	FBgn0031157
33093	unc	FBgn0003950
33094	CG15445	FBgn0031161
33096	CG14579	FBgn0031163
33097	CG1724	FBgn0031164
33098	CG32521	FBgn0052521
33101	CG1722	FBgn0031168
33102	CG1494	FBgn0031169
33103	CG1718	FBgn0031170
33104	CG1801	FBgn0031171
33105	Rpt6	FBgn0020369
33107	Dd	FBgn0029067
33108	CG1486	FBgn0031174
33109	tty	FBgn0015558
33110	fliI	FBgn0000709
33111	dod	FBgn0015379
33112	pen	FBgn0015527
33114	1-Sep	FBgn0011710
33117	slgA	FBgn0003423
33118	Hlc	FBgn0001565
33119	mst	FBgn0020272
33120	lcs	FBgn0028583
33121	CG1678	FBgn0031176
33123	CG10918	FBgn0031178
33125	CG42343	FBgn0259245
